hisp,race,ST,year,n
Not Hispanic,African American,9,2017,352423
Not Hispanic,African American,10,2017,209024
Not Hispanic,African American,11,2017,314412
Not Hispanic,African American,12,2017,3216547
Not Hispanic,African American,13,2017,3254536
Not Hispanic,African American,15,2017,20473
Not Hispanic,African American,16,2017,10182
Not Hispanic,African American,17,2017,1785469
Not Hispanic,African American,18,2017,612117
Not Hispanic,African American,19,2017,99585
Not Hispanic,African American,20,2017,161302
Not Hispanic,African American,21,2017,360166
Not Hispanic,African American,22,2017,1504524
Not Hispanic,African American,23,2017,16125
Not Hispanic,African American,24,2017,1775495
Not Hispanic,African American,25,2017,479990
Not Hispanic,African American,26,2017,1367599
Not Hispanic,African American,27,2017,357381
Not Hispanic,African American,28,2017,1132890
Not Hispanic,African American,29,2017,693412
Not Hispanic,African American,30,2017,4950
Not Hispanic,African American,31,2017,86519
Not Hispanic,African American,32,2017,267548
Not Hispanic,African American,33,2017,18455
Not Hispanic,African American,34,2017,1146813
Not Hispanic,African American,35,2017,35524
Not Hispanic,African American,36,2017,2844549
Not Hispanic,African American,37,2017,2170129
Not Hispanic,African American,38,2017,22720
Not Hispanic,African American,39,2017,1420629
Not Hispanic,African American,40,2017,282873
Not Hispanic,African American,41,2017,73886
Not Hispanic,African American,42,2017,1371253
Not Hispanic,African American,44,2017,57618
Not Hispanic,African American,45,2017,1347962
Not Hispanic,African American,46,2017,18178
Not Hispanic,African American,47,2017,1119697
Not Hispanic,African American,48,2017,3336453
Not Hispanic,African American,49,2017,35320
Not Hispanic,African American,50,2017,7919
Not Hispanic,African American,51,2017,1589193
Not Hispanic,African American,53,2017,259994
Not Hispanic,African American,54,2017,74015
Not Hispanic,African American,55,2017,349228
Not Hispanic,African American,56,2017,5497
Not Hispanic,Asian (PI) American,1,2017,66721
Not Hispanic,Asian (PI) American,2,2017,54552
Not Hispanic,Asian (PI) American,4,2017,239131
Not Hispanic,Asian (PI) American,5,2017,56543
Not Hispanic,Asian (PI) American,6,2017,5808871
Not Hispanic,Asian (PI) American,8,2017,182798
Not Hispanic,Asian (PI) American,9,2017,158314
Not Hispanic,Asian (PI) American,10,2017,38438
Not Hispanic,Asian (PI) American,11,2017,28879
Not Hispanic,Asian (PI) American,12,2017,589940
Not Hispanic,Asian (PI) American,13,2017,417520
Not Hispanic,Asian (PI) American,15,2017,661717
Not Hispanic,Asian (PI) American,16,2017,24627
Not Hispanic,Asian (PI) American,17,2017,696853
Not Hispanic,Asian (PI) American,18,2017,145863
Not Hispanic,Asian (PI) American,19,2017,87637
Not Hispanic,Asian (PI) American,20,2017,89252
Not Hispanic,Asian (PI) American,21,2017,66547
Not Hispanic,Asian (PI) American,22,2017,85273
Not Hispanic,Asian (PI) American,23,2017,15323
Not Hispanic,Asian (PI) American,24,2017,393325
Not Hispanic,Asian (PI) American,25,2017,449504
Not Hispanic,Asian (PI) American,26,2017,310860
Not Hispanic,Asian (PI) American,27,2017,270903
Not Hispanic,Asian (PI) American,28,2017,28982
Not Hispanic,Asian (PI) American,29,2017,133378
Not Hispanic,Asian (PI) American,30,2017,7793
Not Hispanic,Asian (PI) American,31,2017,49639
Not Hispanic,Asian (PI) American,32,2017,269976
Not Hispanic,Asian (PI) American,33,2017,37637
Not Hispanic,Asian (PI) American,34,2017,882135
Not Hispanic,Asian (PI) American,35,2017,28039
Not Hispanic,Asian (PI) American,36,2017,1727289
Not Hispanic,Asian (PI) American,37,2017,293366
Not Hispanic,Asian (PI) American,38,2017,13060
Not Hispanic,Asian (PI) American,39,2017,259344
Not Hispanic,Asian (PI) American,40,2017,88003
Not Hispanic,Asian (PI) American,41,2017,195230
Not Hispanic,Asian (PI) American,42,2017,441280
Not Hispanic,Asian (PI) American,44,2017,39564
Not Hispanic,Asian (PI) American,45,2017,78670
Not Hispanic,Asian (PI) American,46,2017,11771
Not Hispanic,Asian (PI) American,47,2017,121224
Not Hispanic,Asian (PI) American,48,2017,1353902
Not Hispanic,Asian (PI) American,49,2017,104737
Not Hispanic,Asian (PI) American,50,2017,11106
Not Hispanic,Asian (PI) American,51,2017,547932
Not Hispanic,Asian (PI) American,53,2017,672317
Not Hispanic,Asian (PI) American,54,2017,15183
Not Hispanic,Asian (PI) American,55,2017,172315
Not Hispanic,Asian (PI) American,56,2017,4309
Not Hispanic,Native American,1,2017,20357
Not Hispanic,Native American,2,2017,99124
Not Hispanic,Native American,4,2017,269502
Not Hispanic,Native American,5,2017,14099
Not Hispanic,Native American,6,2017,143104
Not Hispanic,Native American,8,2017,34087
Not Hispanic,Native American,9,2017,6833
Not Hispanic,Native American,10,2017,2332
Not Hispanic,Native American,11,2017,1850
Not Hispanic,Native American,12,2017,40964
Not Hispanic,Native American,13,2017,18757
Not Hispanic,Native American,15,2017,1359
Not Hispanic,Native American,16,2017,18445
Not Hispanic,Native American,17,2017,10563
Not Hispanic,Native American,18,2017,10060
Not Hispanic,Native American,19,2017,8110
Not Hispanic,Native American,20,2017,18204
Not Hispanic,Native American,21,2017,5744
Not Hispanic,Native American,22,2017,21959
Not Hispanic,Native American,23,2017,8714
Not Hispanic,Native American,24,2017,12212
Not Hispanic,Native American,25,2017,9620
Not Hispanic,Native American,26,2017,43707
Not Hispanic,Native American,27,2017,53275
Not Hispanic,Native American,28,2017,12771
Not Hispanic,Native American,29,2017,22791
Not Hispanic,Native American,30,2017,61978
Not Hispanic,Native American,31,2017,12554
Not Hispanic,Native American,32,2017,27357
Not Hispanic,Native American,33,2017,1324
Not Hispanic,Native American,34,2017,9339
Not Hispanic,Native American,35,2017,186888
Not Hispanic,Native American,36,2017,42515
Not Hispanic,Native American,37,2017,109123
Not Hispanic,Native American,38,2017,41807
Not Hispanic,Native American,39,2017,18072
Not Hispanic,Native American,40,2017,288810
Not Hispanic,Native American,41,2017,36756
Not Hispanic,Native American,42,2017,12936
Not Hispanic,Native American,44,2017,2943
Not Hispanic,Native American,45,2017,12587
Not Hispanic,Native American,46,2017,74204
Not Hispanic,Native American,47,2017,13832
Not Hispanic,Native American,48,2017,72305
Not Hispanic,Native American,49,2017,27353
Not Hispanic,Native American,50,2017,1612
Not Hispanic,Native American,51,2017,19730
Not Hispanic,Native American,53,2017,71565
Not Hispanic,Native American,54,2017,2514
Not Hispanic,Native American,55,2017,45066
Not Hispanic,Native American,56,2017,12895
Not Hispanic,Other,1,2017,83139
Not Hispanic,Other,2,2017,65795
Not Hispanic,Other,4,2017,177257
Not Hispanic,Other,5,2017,80531
Not Hispanic,Other,6,2017,1331498
Not Hispanic,Other,8,2017,144979
Not Hispanic,Other,9,2017,96197
Not Hispanic,Other,10,2017,25197
Not Hispanic,Other,11,2017,18607
Not Hispanic,Other,12,2017,473403
Not Hispanic,Other,13,2017,251279
Not Hispanic,Other,15,2017,282875
Not Hispanic,Other,16,2017,43143
Not Hispanic,Other,17,2017,266100
Not Hispanic,Other,18,2017,156798
Not Hispanic,Other,19,2017,64072
Not Hispanic,Other,20,2017,88680
Not Hispanic,Other,21,2017,98022
Not Hispanic,Other,22,2017,90812
Not Hispanic,Other,23,2017,26159
Not Hispanic,Other,24,2017,190208
Not Hispanic,Other,25,2017,202960
Not Hispanic,Other,26,2017,258514
Not Hispanic,Other,27,2017,145056
Not Hispanic,Other,28,2017,36350
Not Hispanic,Other,29,2017,154578
Not Hispanic,Other,30,2017,29992
Not Hispanic,Other,31,2017,43250
Not Hispanic,Other,32,2017,105243
Not Hispanic,Other,33,2017,22249
Not Hispanic,Other,34,2017,187212
Not Hispanic,Other,35,2017,37993
Not Hispanic,Other,36,2017,488283
Not Hispanic,Other,37,2017,264704
Not Hispanic,Other,38,2017,13544
Not Hispanic,Other,39,2017,321578
Not Hispanic,Other,40,2017,274777
Not Hispanic,Other,41,2017,161814
Not Hispanic,Other,42,2017,261153
Not Hispanic,Other,44,2017,32792
Not Hispanic,Other,45,2017,103079
Not Hispanic,Other,46,2017,18604
Not Hispanic,Other,47,2017,136877
Not Hispanic,Other,48,2017,524707
Not Hispanic,Other,49,2017,71743
Not Hispanic,Other,50,2017,12303
Not Hispanic,Other,51,2017,295807
Not Hispanic,Other,53,2017,384500
Not Hispanic,Other,54,2017,30492
Not Hispanic,Other,55,2017,127322
Not Hispanic,Other,56,2017,11588
Not Hispanic,White American,1,2017,3190177
Not Hispanic,White American,2,2017,448515
Not Hispanic,White American,4,2017,3838387
Not Hispanic,White American,5,2017,2172696
Not Hispanic,White American,6,2017,14614060
Not Hispanic,White American,8,2017,3822061
Not Hispanic,White American,9,2017,2395384
Not Hispanic,White American,10,2017,596935
Not Hispanic,White American,11,2017,253437
Not Hispanic,White American,12,2017,11293806
Not Hispanic,White American,13,2017,5485883
Not Hispanic,White American,15,2017,310556
Not Hispanic,White American,16,2017,1406262
Not Hispanic,White American,17,2017,7836338
Not Hispanic,White American,18,2017,5280692
Not Hispanic,White American,19,2017,2699794
Not Hispanic,White American,20,2017,2209145
Not Hispanic,White American,21,2017,3767862
Not Hispanic,White American,22,2017,2738220
Not Hispanic,White American,23,2017,1247710
Not Hispanic,White American,24,2017,3067538
Not Hispanic,White American,25,2017,4906707
Not Hispanic,White American,26,2017,7478728
Not Hispanic,White American,27,2017,4454021
Not Hispanic,White American,28,2017,1687356
Not Hispanic,White American,29,2017,4853966
Not Hispanic,White American,30,2017,906077
Not Hispanic,White American,31,2017,1518212
Not Hispanic,White American,32,2017,1462818
Not Hispanic,White American,33,2017,1213110
Not Hispanic,White American,34,2017,4939554
Not Hispanic,White American,35,2017,781712
Not Hispanic,White American,36,2017,10936423
Not Hispanic,White American,37,2017,6474273
Not Hispanic,White American,38,2017,637332
Not Hispanic,White American,39,2017,9204844
Not Hispanic,White American,40,2017,2578034
Not Hispanic,White American,41,2017,3135064
Not Hispanic,White American,42,2017,9782551
Not Hispanic,White American,44,2017,763771
Not Hispanic,White American,45,2017,3196205
Not Hispanic,White American,46,2017,715994
Not Hispanic,White American,47,2017,4963044
Not Hispanic,White American,48,2017,11856635
Not Hispanic,White American,49,2017,2426848
Not Hispanic,White American,50,2017,578445
Not Hispanic,White American,51,2017,5226056
Not Hispanic,White American,53,2017,5078186
Not Hispanic,White American,54,2017,1670770
Not Hispanic,White American,55,2017,4707990
Not Hispanic,White American,56,2017,487210
Hispanic,African American,1,2018,7886
Hispanic,African American,2,2018,931
Hispanic,African American,4,2018,28516
Hispanic,African American,5,2018,2386
Hispanic,African American,6,2018,102106
Hispanic,African American,8,2018,14610
Hispanic,African American,9,2018,33623
Hispanic,African American,10,2018,6249
Hispanic,African American,11,2018,8701
Hispanic,African American,12,2018,155470
Hispanic,African American,13,2018,37741
Hispanic,African American,15,2018,1214
Hispanic,African American,16,2018,1984
Hispanic,African American,17,2018,36337
Hispanic,African American,18,2018,8559
Hispanic,African American,19,2018,1247
Hispanic,African American,20,2018,6973
Hispanic,African American,21,2018,5780
Hispanic,African American,22,2018,11580
Hispanic,African American,23,2018,454
Hispanic,African American,24,2018,31698
Hispanic,African American,25,2018,51877
Hispanic,African American,26,2018,14841
Hispanic,African American,27,2018,5522
Hispanic,African American,28,2018,4914
Hispanic,African American,29,2018,5212
Hispanic,African American,30,2018,239
Hispanic,African American,31,2018,1264
Hispanic,African American,32,2018,11429
Hispanic,African American,33,2018,3217
Hispanic,African American,34,2018,71295
Hispanic,African American,35,2018,7385
Hispanic,African American,36,2018,285728
Hispanic,African American,37,2018,38662
Hispanic,African American,38,2018,869
Hispanic,African American,39,2018,19648
Hispanic,African American,40,2018,4330
Hispanic,African American,41,2018,4839
Hispanic,African American,42,2018,69256
Hispanic,African American,44,2018,9840
Hispanic,African American,45,2018,8367
Hispanic,African American,46,2018,6
Hispanic,African American,47,2018,14166
Hispanic,African American,48,2018,121498
Hispanic,African American,49,2018,3866
Hispanic,African American,50,2018,58
Hispanic,African American,51,2018,32005
Hispanic,African American,53,2018,9553
Hispanic,African American,54,2018,789
Hispanic,African American,55,2018,5723
Hispanic,African American,56,2018,105
Hispanic,Asian (PI) American,1,2018,142
Hispanic,Asian (PI) American,2,2018,181
Hispanic,Asian (PI) American,4,2018,8187
Hispanic,Asian (PI) American,5,2018,1464
Hispanic,Asian (PI) American,6,2018,91866
Hispanic,Asian (PI) American,8,2018,3179
Hispanic,Asian (PI) American,9,2018,2485
Hispanic,Asian (PI) American,10,2018,219
Hispanic,Asian (PI) American,11,2018,836
Hispanic,Asian (PI) American,12,2018,16683
Hispanic,Asian (PI) American,13,2018,7582
Hispanic,Asian (PI) American,15,2018,25054
Hispanic,Asian (PI) American,16,2018,2040
Hispanic,Asian (PI) American,17,2018,10195
Hispanic,Asian (PI) American,18,2018,717
Hispanic,Asian (PI) American,19,2018,951
Hispanic,Asian (PI) American,20,2018,1020
Hispanic,Asian (PI) American,21,2018,554
Hispanic,Asian (PI) American,22,2018,1994
Hispanic,Asian (PI) American,23,2018,592
Hispanic,Asian (PI) American,24,2018,6339
Hispanic,Asian (PI) American,25,2018,4834
Hispanic,Asian (PI) American,26,2018,1816
Hispanic,Asian (PI) American,27,2018,2570
Hispanic,Asian (PI) American,28,2018,215
Hispanic,Asian (PI) American,29,2018,1210
Hispanic,Asian (PI) American,30,2018,373
Hispanic,Asian (PI) American,31,2018,495
Hispanic,Asian (PI) American,32,2018,8599
Hispanic,Asian (PI) American,33,2018,252
Hispanic,Asian (PI) American,34,2018,8860
Hispanic,Asian (PI) American,35,2018,1961
Hispanic,Asian (PI) American,36,2018,19367
Hispanic,Asian (PI) American,37,2018,5474
Hispanic,Asian (PI) American,38,2018,121
Hispanic,Asian (PI) American,39,2018,3145
Hispanic,Asian (PI) American,40,2018,815
Hispanic,Asian (PI) American,41,2018,2733
Hispanic,Asian (PI) American,42,2018,6281
Hispanic,Asian (PI) American,44,2018,1652
Hispanic,Asian (PI) American,45,2018,631
Hispanic,Asian (PI) American,46,2018,424
Hispanic,Asian (PI) American,47,2018,2055
Hispanic,Asian (PI) American,48,2018,18164
Hispanic,Asian (PI) American,49,2018,1526
Hispanic,Asian (PI) American,50,2018,52
Hispanic,Asian (PI) American,51,2018,6110
Hispanic,Asian (PI) American,53,2018,8803
Hispanic,Asian (PI) American,55,2018,2875
Hispanic,Asian (PI) American,56,2018,356
Hispanic,Native American,1,2018,1706
Hispanic,Native American,2,2018,2962
Hispanic,Native American,4,2018,52679
Hispanic,Native American,5,2018,4584
Hispanic,Native American,6,2018,174468
Hispanic,Native American,8,2018,23398
Hispanic,Native American,9,2018,5046
Hispanic,Native American,10,2018,1285
Hispanic,Native American,11,2018,740
Hispanic,Native American,12,2018,20371
Hispanic,Native American,13,2018,18725
Hispanic,Native American,15,2018,991
Hispanic,Native American,16,2018,3847
Hispanic,Native American,17,2018,15210
Hispanic,Native American,18,2018,3719
Hispanic,Native American,19,2018,2850
Hispanic,Native American,20,2018,7553
Hispanic,Native American,21,2018,1813
Hispanic,Native American,22,2018,2971
Hispanic,Native American,23,2018,114
Hispanic,Native American,24,2018,3251
Hispanic,Native American,25,2018,5739
Hispanic,Native American,26,2018,8311
Hispanic,Native American,27,2018,5162
Hispanic,Native American,28,2018,738
Hispanic,Native American,29,2018,4250
Hispanic,Native American,30,2018,2197
Hispanic,Native American,31,2018,5529
Hispanic,Native American,32,2018,14616
Hispanic,Native American,33,2018,28
Hispanic,Native American,34,2018,15154
Hispanic,Native American,35,2018,19774
Hispanic,Native American,36,2018,38649
Hispanic,Native American,37,2018,11442
Hispanic,Native American,38,2018,2041
Hispanic,Native American,39,2018,6497
Hispanic,Native American,40,2018,16224
Hispanic,Native American,41,2018,6811
Hispanic,Native American,42,2018,8662
Hispanic,Native American,44,2018,1417
Hispanic,Native American,45,2018,7936
Hispanic,Native American,46,2018,3410
Hispanic,Native American,47,2018,3053
Hispanic,Native American,48,2018,84391
Hispanic,Native American,49,2018,7732
Hispanic,Native American,51,2018,4918
Hispanic,Native American,53,2018,19487
Hispanic,Native American,55,2018,2383
Hispanic,Native American,56,2018,1016
Hispanic,Other,1,2018,82944
Hispanic,Other,2,2018,19728
Hispanic,Other,4,2018,483598
Hispanic,Other,5,2018,91185
Hispanic,Other,6,2018,6146425
Hispanic,Other,8,2018,267831
Hispanic,Other,9,2018,223950
Hispanic,Other,10,2018,21492
Hispanic,Other,11,2018,31322
Hispanic,Other,12,2018,815446
Hispanic,Other,13,2018,323523
Hispanic,Other,15,2018,86784
Hispanic,Other,16,2018,70811
Hispanic,Other,17,2018,772604
Hispanic,Other,18,2018,186425
Hispanic,Other,19,2018,31919
Hispanic,Other,20,2018,92678
Hispanic,Other,21,2018,51672
Hispanic,Other,22,2018,69464
Hispanic,Other,23,2018,4357
Hispanic,Other,24,2018,311374
Hispanic,Other,25,2018,329051
Hispanic,Other,26,2018,145455
Hispanic,Other,27,2018,119379
Hispanic,Other,28,2018,29631
Hispanic,Other,29,2018,59461
Hispanic,Other,30,2018,10896
Hispanic,Other,31,2018,60667
Hispanic,Other,32,2018,395287
Hispanic,Other,33,2018,13343
Hispanic,Other,34,2018,657494
Hispanic,Other,35,2018,174369
Hispanic,Other,36,2018,1834788
Hispanic,Other,37,2018,360196
Hispanic,Other,38,2018,8603
Hispanic,Other,39,2018,135322
Hispanic,Other,40,2018,139434
Hispanic,Other,41,2018,178426
Hispanic,Other,42,2018,355629
Hispanic,Other,44,2018,55562
Hispanic,Other,45,2018,97902
Hispanic,Other,46,2018,7354
Hispanic,Other,47,2018,99799
Hispanic,Other,48,2018,1944508
Hispanic,Other,49,2018,182882
Hispanic,Other,50,2018,3036
Hispanic,Other,51,2018,248893
Hispanic,Other,53,2018,415311
Hispanic,Other,54,2018,5985
Hispanic,Other,55,2018,144827
Hispanic,Other,56,2018,12963
Hispanic,White American,1,2018,118844
Hispanic,White American,2,2018,29327
Hispanic,White American,4,2018,1693821
Hispanic,White American,5,2018,130897
Hispanic,White American,6,2018,9025638
Hispanic,White American,8,2018,925391
Hispanic,White American,9,2018,325161
Hispanic,White American,10,2018,62789
Hispanic,White American,11,2018,37513
Hispanic,White American,12,2018,4554441
Hispanic,White American,13,2018,632464
Hispanic,White American,15,2018,38131
Hispanic,White American,16,2018,144106
Hispanic,White American,17,2018,1375096
Hispanic,White American,18,2018,273103
Hispanic,White American,19,2018,154328
Hispanic,White American,20,2018,240263
Hispanic,White American,21,2018,102743
Hispanic,White American,22,2018,153513
Hispanic,White American,23,2018,16464
Hispanic,White American,24,2018,276109
Hispanic,White American,25,2018,455464
Hispanic,White American,26,2018,344149
Hispanic,White American,27,2018,170400
Hispanic,White American,28,2018,51348
Hispanic,White American,29,2018,180690
Hispanic,White American,30,2018,28156
Hispanic,White American,31,2018,147162
Hispanic,White American,32,2018,451015
Hispanic,White American,33,2018,35890
Hispanic,White American,34,2018,1086490
Hispanic,White American,35,2018,825478
Hispanic,White American,36,2018,1572592
Hispanic,White American,37,2018,578493
Hispanic,White American,38,2018,15268
Hispanic,White American,39,2018,287013
Hispanic,White American,40,2018,268573
Hispanic,White American,41,2018,363266
Hispanic,White American,42,2018,531934
Hispanic,White American,44,2018,100270
Hispanic,White American,45,2018,179476
Hispanic,White American,46,2018,23080
Hispanic,White American,47,2018,254043
Hispanic,White American,48,2018,9198169
Hispanic,White American,49,2018,253751
Hispanic,White American,50,2018,8948
Hispanic,White American,51,2018,521634
Hispanic,White American,53,2018,516697
Hispanic,White American,54,2018,17762
Hispanic,White American,55,2018,247375
Hispanic,White American,56,2018,43113
Not Hispanic,African American,1,2018,1305775
Not Hispanic,African American,2,2018,22507
Not Hispanic,African American,4,2018,313866
Not Hispanic,African American,5,2018,457735
Not Hispanic,African American,6,2018,2178408
Not Hispanic,African American,8,2018,224018
Not Hispanic,African American,9,2018,358414
Not Hispanic,African American,10,2018,210279
Not Hispanic,African American,11,2018,312039
Not Hispanic,African American,12,2018,3259903
Not Hispanic,African American,13,2018,3282580
Not Hispanic,African American,15,2018,25714
Not Hispanic,African American,16,2018,10230
Not Hispanic,African American,17,2018,1755626
Not Hispanic,African American,18,2018,631559
Not Hispanic,African American,19,2018,109760
Not Hispanic,African American,20,2018,162717
Not Hispanic,African American,21,2018,350407
Not Hispanic,African American,22,2018,1493560
Not Hispanic,African American,23,2018,18360
Not Hispanic,African American,24,2018,1780664
Not Hispanic,African American,25,2018,486778
Not Hispanic,African American,26,2018,1370103
Not Hispanic,African American,27,2018,369163
Not Hispanic,African American,28,2018,1131926
Not Hispanic,African American,29,2018,702492
Not Hispanic,African American,30,2018,4276
Not Hispanic,African American,31,2018,86548
Not Hispanic,African American,32,2018,267638
Not Hispanic,African American,33,2018,17118
Not Hispanic,African American,34,2018,1144928
Not Hispanic,African American,35,2018,39631
Not Hispanic,African American,36,2018,2788349
Not Hispanic,African American,37,2018,2187604
Not Hispanic,African American,38,2018,24485
Not Hispanic,African American,39,2018,1435058
Not Hispanic,African American,40,2018,283850
Not Hispanic,African American,41,2018,77860
Not Hispanic,African American,42,2018,1354512
Not Hispanic,African American,44,2018,60984
Not Hispanic,African American,45,2018,1348493
Not Hispanic,African American,46,2018,20065
Not Hispanic,African American,47,2018,1127851
Not Hispanic,African American,48,2018,3405846
Not Hispanic,African American,49,2018,37243
Not Hispanic,African American,50,2018,6930
Not Hispanic,African American,51,2018,1605130
Not Hispanic,African American,53,2018,281448
Not Hispanic,African American,54,2018,70726
Not Hispanic,African American,55,2018,369116
Not Hispanic,African American,56,2018,3009
Not Hispanic,Asian (PI) American,1,2018,66472
Not Hispanic,Asian (PI) American,2,2018,51327
Not Hispanic,Asian (PI) American,4,2018,244069
Not Hispanic,Asian (PI) American,5,2018,53752
Not Hispanic,Asian (PI) American,6,2018,5889339
Not Hispanic,Asian (PI) American,8,2018,186529
Not Hispanic,Asian (PI) American,9,2018,166327
Not Hispanic,Asian (PI) American,10,2018,39363
Not Hispanic,Asian (PI) American,11,2018,26880
Not Hispanic,Asian (PI) American,12,2018,590031
Not Hispanic,Asian (PI) American,13,2018,442243
Not Hispanic,Asian (PI) American,15,2018,655961
Not Hispanic,Asian (PI) American,16,2018,30619
Not Hispanic,Asian (PI) American,17,2018,717819
Not Hispanic,Asian (PI) American,18,2018,159602
Not Hispanic,Asian (PI) American,19,2018,86318
Not Hispanic,Asian (PI) American,20,2018,84881
Not Hispanic,Asian (PI) American,21,2018,67729
Not Hispanic,Asian (PI) American,22,2018,75851
Not Hispanic,Asian (PI) American,23,2018,18119
Not Hispanic,Asian (PI) American,24,2018,383518
Not Hispanic,Asian (PI) American,25,2018,469127
Not Hispanic,Asian (PI) American,26,2018,327426
Not Hispanic,Asian (PI) American,27,2018,269575
Not Hispanic,Asian (PI) American,28,2018,27695
Not Hispanic,Asian (PI) American,29,2018,133554
Not Hispanic,Asian (PI) American,30,2018,7627
Not Hispanic,Asian (PI) American,31,2018,44786
Not Hispanic,Asian (PI) American,32,2018,261480
Not Hispanic,Asian (PI) American,33,2018,39557
Not Hispanic,Asian (PI) American,34,2018,861706
Not Hispanic,Asian (PI) American,35,2018,34201
Not Hispanic,Asian (PI) American,36,2018,1660208
Not Hispanic,Asian (PI) American,37,2018,309160
Not Hispanic,Asian (PI) American,38,2018,15321
Not Hispanic,Asian (PI) American,39,2018,273859
Not Hispanic,Asian (PI) American,40,2018,82124
Not Hispanic,Asian (PI) American,41,2018,207181
Not Hispanic,Asian (PI) American,42,2018,452273
Not Hispanic,Asian (PI) American,44,2018,36837
Not Hispanic,Asian (PI) American,45,2018,82402
Not Hispanic,Asian (PI) American,46,2018,11210
Not Hispanic,Asian (PI) American,47,2018,122196
Not Hispanic,Asian (PI) American,48,2018,1431580
Not Hispanic,Asian (PI) American,49,2018,101093
Not Hispanic,Asian (PI) American,50,2018,12233
Not Hispanic,Asian (PI) American,51,2018,555269
Not Hispanic,Asian (PI) American,53,2018,711229
Not Hispanic,Asian (PI) American,54,2018,14001
Not Hispanic,Asian (PI) American,55,2018,164670
Not Hispanic,Asian (PI) American,56,2018,6465
Not Hispanic,Native American,1,2018,19231
Not Hispanic,Native American,2,2018,113793
Not Hispanic,Native American,4,2018,279373
Not Hispanic,Native American,5,2018,17746
Not Hispanic,Native American,6,2018,128060
Not Hispanic,Native American,8,2018,30590
Not Hispanic,Native American,9,2018,5121
Not Hispanic,Native American,10,2018,3332
Not Hispanic,Native American,11,2018,1289
Not Hispanic,Native American,12,2018,40803
Not Hispanic,Native American,13,2018,17575
Not Hispanic,Native American,15,2018,1609
Not Hispanic,Native American,16,2018,19559
Not Hispanic,Native American,17,2018,15741
Not Hispanic,Native American,18,2018,9494
Not Hispanic,Native American,19,2018,9489
Not Hispanic,Native American,20,2018,17280
Not Hispanic,Native American,21,2018,6329
Not Hispanic,Native American,22,2018,23090
Not Hispanic,Native American,23,2018,5787
Not Hispanic,Native American,24,2018,9681
Not Hispanic,Native American,25,2018,11569
Not Hispanic,Native American,26,2018,49283
Not Hispanic,Native American,27,2018,55041
Not Hispanic,Native American,28,2018,12604
Not Hispanic,Native American,29,2018,21954
Not Hispanic,Native American,30,2018,64541
Not Hispanic,Native American,31,2018,13099
Not Hispanic,Native American,32,2018,29875
Not Hispanic,Native American,33,2018,2631
Not Hispanic,Native American,34,2018,9423
Not Hispanic,Native American,35,2018,183898
Not Hispanic,Native American,36,2018,47868
Not Hispanic,Native American,37,2018,106583
Not Hispanic,Native American,38,2018,38710
Not Hispanic,Native American,39,2018,20110
Not Hispanic,Native American,40,2018,297990
Not Hispanic,Native American,41,2018,41535
Not Hispanic,Native American,42,2018,13265
Not Hispanic,Native American,44,2018,2728
Not Hispanic,Native American,45,2018,15449
Not Hispanic,Native American,46,2018,77544
Not Hispanic,Native American,47,2018,15263
Not Hispanic,Native American,48,2018,71647
Not Hispanic,Native American,49,2018,29983
Not Hispanic,Native American,50,2018,2560
Not Hispanic,Native American,51,2018,18095
Not Hispanic,Native American,53,2018,80427
Not Hispanic,Native American,54,2018,1845
Not Hispanic,Native American,55,2018,45840
Not Hispanic,Native American,56,2018,14154
Not Hispanic,Other,1,2018,94019
Not Hispanic,Other,2,2018,52656
Not Hispanic,Other,4,2018,172335
Not Hispanic,Other,5,2018,81172
Not Hispanic,Other,6,2018,1323435
Not Hispanic,Other,8,2018,161060
Not Hispanic,Other,9,2018,85239
Not Hispanic,Other,10,2018,23863
Not Hispanic,Other,11,2018,23359
Not Hispanic,Other,12,2018,503506
Not Hispanic,Other,13,2018,261618
Not Hispanic,Other,15,2018,277452
Not Hispanic,Other,16,2018,38231
Not Hispanic,Other,17,2018,278330
Not Hispanic,Other,18,2018,152666
Not Hispanic,Other,19,2018,62485
Not Hispanic,Other,20,2018,96727
Not Hispanic,Other,21,2018,106551
Not Hispanic,Other,22,2018,107421
Not Hispanic,Other,23,2018,28525
Not Hispanic,Other,24,2018,204105
Not Hispanic,Other,25,2018,204058
Not Hispanic,Other,26,2018,258181
Not Hispanic,Other,27,2018,159437
Not Hispanic,Other,28,2018,43343
Not Hispanic,Other,29,2018,159739
Not Hispanic,Other,30,2018,32648
Not Hispanic,Other,31,2018,55620
Not Hispanic,Other,32,2018,124243
Not Hispanic,Other,33,2018,25872
Not Hispanic,Other,34,2018,189635
Not Hispanic,Other,35,2018,35185
Not Hispanic,Other,36,2018,502995
Not Hispanic,Other,37,2018,280646
Not Hispanic,Other,38,2018,17879
Not Hispanic,Other,39,2018,325329
Not Hispanic,Other,40,2018,283233
Not Hispanic,Other,41,2018,161233
Not Hispanic,Other,42,2018,289479
Not Hispanic,Other,44,2018,32776
Not Hispanic,Other,45,2018,112871
Not Hispanic,Other,46,2018,22158
Not Hispanic,Other,47,2018,148413
Not Hispanic,Other,48,2018,541269
Not Hispanic,Other,49,2018,82942
Not Hispanic,Other,50,2018,11724
Not Hispanic,Other,51,2018,302386
Not Hispanic,Other,53,2018,381835
Not Hispanic,Other,54,2018,33880
