hisp,race,ST,year,n
Hispanic,African American,1,2010,8529
Hispanic,African American,2,2010,2790
Hispanic,African American,4,2010,15962
Hispanic,African American,5,2010,1555
Hispanic,African American,6,2010,92710
Hispanic,African American,8,2010,8923
Hispanic,African American,9,2010,23636
Hispanic,African American,10,2010,2386
Hispanic,African American,11,2010,3560
Hispanic,African American,12,2010,124124
Hispanic,African American,13,2010,31357
Hispanic,African American,15,2010,792
Hispanic,African American,16,2010,456
Hispanic,African American,17,2010,26928
Hispanic,African American,18,2010,7170
Hispanic,African American,19,2010,2012
Hispanic,African American,20,2010,4603
Hispanic,African American,21,2010,3884
Hispanic,African American,22,2010,8333
Hispanic,African American,23,2010,373
Hispanic,African American,24,2010,24131
Hispanic,African American,25,2010,31767
Hispanic,African American,26,2010,14221
Hispanic,African American,27,2010,5361
Hispanic,African American,28,2010,4967
Hispanic,African American,29,2010,7883
Hispanic,African American,30,2010,79
Hispanic,African American,31,2010,1492
Hispanic,African American,32,2010,5569
Hispanic,African American,33,2010,1048
Hispanic,African American,34,2010,49571
Hispanic,African American,35,2010,3521
Hispanic,African American,36,2010,228253
Hispanic,African American,37,2010,28913
Hispanic,African American,38,2010,155
Hispanic,African American,39,2010,17536
Hispanic,African American,40,2010,5378
Hispanic,African American,41,2010,3506
Hispanic,African American,42,2010,56103
Hispanic,African American,44,2010,8310
Hispanic,African American,45,2010,7365
Hispanic,African American,46,2010,460
Hispanic,African American,47,2010,5187
Hispanic,African American,48,2010,66140
Hispanic,African American,49,2010,1682
Hispanic,African American,50,2010,152
Hispanic,African American,51,2010,25396
Hispanic,African American,53,2010,7743
Hispanic,African American,54,2010,868
Hispanic,African American,55,2010,6675
Hispanic,Asian (PI) American,1,2010,775
Hispanic,Asian (PI) American,2,2010,778
Hispanic,Asian (PI) American,4,2010,3697
Hispanic,Asian (PI) American,5,2010,628
Hispanic,Asian (PI) American,6,2010,75711
Hispanic,Asian (PI) American,8,2010,2696
Hispanic,Asian (PI) American,9,2010,565
Hispanic,Asian (PI) American,10,2010,1032
Hispanic,Asian (PI) American,12,2010,7198
Hispanic,Asian (PI) American,13,2010,1849
Hispanic,Asian (PI) American,15,2010,20632
Hispanic,Asian (PI) American,16,2010,139
Hispanic,Asian (PI) American,17,2010,5931
Hispanic,Asian (PI) American,18,2010,1097
Hispanic,Asian (PI) American,19,2010,671
Hispanic,Asian (PI) American,20,2010,613
Hispanic,Asian (PI) American,21,2010,732
Hispanic,Asian (PI) American,22,2010,426
Hispanic,Asian (PI) American,24,2010,2134
Hispanic,Asian (PI) American,25,2010,1814
Hispanic,Asian (PI) American,26,2010,1761
Hispanic,Asian (PI) American,27,2010,1642
Hispanic,Asian (PI) American,28,2010,76
Hispanic,Asian (PI) American,29,2010,1673
Hispanic,Asian (PI) American,31,2010,483
Hispanic,Asian (PI) American,32,2010,4615
Hispanic,Asian (PI) American,33,2010,98
Hispanic,Asian (PI) American,34,2010,3268
Hispanic,Asian (PI) American,35,2010,2444
Hispanic,Asian (PI) American,36,2010,12315
Hispanic,Asian (PI) American,37,2010,3570
Hispanic,Asian (PI) American,38,2010,157
Hispanic,Asian (PI) American,39,2010,1241
Hispanic,Asian (PI) American,40,2010,573
Hispanic,Asian (PI) American,41,2010,2536
Hispanic,Asian (PI) American,42,2010,2239
Hispanic,Asian (PI) American,44,2010,46
Hispanic,Asian (PI) American,45,2010,760
Hispanic,Asian (PI) American,47,2010,584
Hispanic,Asian (PI) American,48,2010,14498
Hispanic,Asian (PI) American,49,2010,2385
Hispanic,Asian (PI) American,51,2010,5880
Hispanic,Asian (PI) American,53,2010,4291
Hispanic,Asian (PI) American,55,2010,1904
Hispanic,Native American,1,2010,4081
Hispanic,Native American,2,2010,2859
Hispanic,Native American,4,2010,26170
Hispanic,Native American,5,2010,1325
Hispanic,Native American,6,2010,129749
Hispanic,Native American,8,2010,24335
Hispanic,Native American,9,2010,1203
Hispanic,Native American,10,2010,785
Hispanic,Native American,11,2010,346
Hispanic,Native American,12,2010,28410
Hispanic,Native American,13,2010,5624
Hispanic,Native American,15,2010,997
Hispanic,Native American,16,2010,3511
Hispanic,Native American,17,2010,13342
Hispanic,Native American,18,2010,1907
Hispanic,Native American,19,2010,1913
Hispanic,Native American,20,2010,3908
Hispanic,Native American,21,2010,918
Hispanic,Native American,22,2010,3754
Hispanic,Native American,23,2010,337
Hispanic,Native American,24,2010,7201
Hispanic,Native American,25,2010,6810
Hispanic,Native American,26,2010,5956
Hispanic,Native American,27,2010,2756
Hispanic,Native American,28,2010,509
Hispanic,Native American,29,2010,3952
Hispanic,Native American,30,2010,1459
Hispanic,Native American,31,2010,2958
Hispanic,Native American,32,2010,3188
Hispanic,Native American,33,2010,180
Hispanic,Native American,34,2010,5677
Hispanic,Native American,35,2010,15570
Hispanic,Native American,36,2010,25786
Hispanic,Native American,37,2010,9978
Hispanic,Native American,38,2010,1478
Hispanic,Native American,39,2010,4797
Hispanic,Native American,40,2010,10204
Hispanic,Native American,41,2010,7605
Hispanic,Native American,42,2010,5146
Hispanic,Native American,44,2010,1170
Hispanic,Native American,45,2010,1253
Hispanic,Native American,46,2010,2088
Hispanic,Native American,47,2010,5037
Hispanic,Native American,48,2010,61822
Hispanic,Native American,49,2010,4659
Hispanic,Native American,51,2010,8699
Hispanic,Native American,53,2010,10943
Hispanic,Native American,54,2010,60
Hispanic,Native American,55,2010,3378
Hispanic,Native American,56,2010,2597
Hispanic,Other,1,2010,56584
Hispanic,Other,2,2010,9113
Hispanic,Other,4,2010,467364
Hispanic,Other,5,2010,65718
Hispanic,Other,6,2010,5410460
Hispanic,Other,8,2010,332946
Hispanic,Other,9,2010,198267
Hispanic,Other,10,2010,25654
Hispanic,Other,11,2010,16705
Hispanic,Other,12,2010,567803
Hispanic,Other,13,2010,340651
Hispanic,Other,15,2010,69667
Hispanic,Other,16,2010,42253
Hispanic,Other,17,2010,839464
Hispanic,Other,18,2010,146113
Hispanic,Other,19,2010,58201
Hispanic,Other,20,2010,84696
Hispanic,Other,21,2010,45933
Hispanic,Other,22,2010,64676
Hispanic,Other,23,2010,4145
Hispanic,Other,24,2010,193321
Hispanic,Other,25,2010,281040
Hispanic,Other,26,2010,136486
Hispanic,Other,27,2010,69049
Hispanic,Other,28,2010,26418
Hispanic,Other,29,2010,69131
Hispanic,Other,30,2010,6060
Hispanic,Other,31,2010,37956
Hispanic,Other,32,2010,202183
Hispanic,Other,33,2010,10238
Hispanic,Other,34,2010,610418
Hispanic,Other,35,2010,256118
Hispanic,Other,36,2010,1674772
Hispanic,Other,37,2010,325806
Hispanic,Other,38,2010,5283
Hispanic,Other,39,2010,114483
Hispanic,Other,40,2010,135667
Hispanic,Other,41,2010,169458
Hispanic,Other,42,2010,254095
Hispanic,Other,44,2010,71439
Hispanic,Other,45,2010,79358
Hispanic,Other,46,2010,7906
Hispanic,Other,47,2010,96560
Hispanic,Other,48,2010,2082650
Hispanic,Other,49,2010,118182
Hispanic,Other,50,2010,2098
Hispanic,Other,51,2010,203339
Hispanic,Other,53,2010,314458
Hispanic,Other,54,2010,8502
Hispanic,Other,55,2010,110899
Hispanic,Other,56,2010,18369
Hispanic,White American,1,2010,111669
Hispanic,White American,2,2010,25104
Hispanic,White American,4,2010,1395730
Hispanic,White American,5,2010,112372
Hispanic,White American,6,2010,8383362
Hispanic,White American,8,2010,679807
Hispanic,White American,9,2010,257877
Hispanic,White American,10,2010,44011
Hispanic,White American,11,2010,34592
Hispanic,White American,12,2010,3525733
Hispanic,White American,13,2010,476936
Hispanic,White American,15,2010,29006
Hispanic,White American,16,2010,130681
Hispanic,White American,17,2010,1151651
Hispanic,White American,18,2010,233426
Hispanic,White American,19,2010,88610
Hispanic,White American,20,2010,207463
Hispanic,White American,21,2010,79018
Hispanic,White American,22,2010,116497
Hispanic,White American,23,2010,11091
Hispanic,White American,24,2010,247301
Hispanic,White American,25,2010,309749
Hispanic,White American,26,2010,278286
Hispanic,White American,27,2010,169612
Hispanic,White American,28,2010,42247
Hispanic,White American,29,2010,129600
Hispanic,White American,30,2010,20769
Hispanic,White American,31,2010,125290
Hispanic,White American,32,2010,504374
Hispanic,White American,33,2010,24305
Hispanic,White American,34,2010,895008
Hispanic,White American,35,2010,682201
Hispanic,White American,36,2010,1493359
Hispanic,White American,37,2010,436749
Hispanic,White American,38,2010,6745
Hispanic,White American,39,2010,217283
Hispanic,White American,40,2010,180033
Hispanic,White American,41,2010,269023
Hispanic,White American,42,2010,401014
Hispanic,White American,44,2010,50521
Hispanic,White American,45,2010,143071
Hispanic,White American,46,2010,10429
Hispanic,White American,47,2010,179411
Hispanic,White American,48,2010,7307921
Hispanic,White American,49,2010,235273
Hispanic,White American,50,2010,7053
Hispanic,White American,51,2010,386454
Hispanic,White American,53,2010,422793
Hispanic,White American,54,2010,13136
Hispanic,White American,55,2010,212548
Hispanic,White American,56,2010,29159
Not Hispanic,African American,1,2010,1262535
Not Hispanic,African American,2,2010,22219
Not Hispanic,African American,4,2010,248009
Not Hispanic,African American,5,2010,462490
Not Hispanic,African American,6,2010,2156811
Not Hispanic,African American,8,2010,187330
Not Hispanic,African American,9,2010,335261
Not Hispanic,African American,10,2010,189587
Not Hispanic,African American,11,2010,305404
Not Hispanic,African American,12,2010,2871435
Not Hispanic,African American,13,2010,2949644
Not Hispanic,African American,15,2010,20065
Not Hispanic,African American,16,2010,8059
Not Hispanic,African American,17,2010,1835678
Not Hispanic,African American,18,2010,585582
Not Hispanic,African American,19,2010,93280
Not Hispanic,African American,20,2010,159871
Not Hispanic,African American,21,2010,337303
Not Hispanic,African American,22,2010,1449099
Not Hispanic,African American,23,2010,15133
Not Hispanic,African American,24,2010,1685092
Not Hispanic,African American,25,2010,411153
Not Hispanic,African American,26,2010,1375744
Not Hispanic,African American,27,2010,256688
Not Hispanic,African American,28,2010,1105131
Not Hispanic,African American,29,2010,696073
Not Hispanic,African American,30,2010,3675
Not Hispanic,African American,31,2010,78526
Not Hispanic,African American,32,2010,210697
Not Hispanic,African American,33,2010,14395
Not Hispanic,African American,34,2010,1136698
Not Hispanic,African American,35,2010,35768
Not Hispanic,African American,36,2010,2802809
Not Hispanic,African American,37,2010,2017214
Not Hispanic,African American,38,2010,7982
Not Hispanic,African American,39,2010,1397109
Not Hispanic,African American,40,2010,265792
Not Hispanic,African American,41,2010,67220
Not Hispanic,African American,42,2010,1321775
Not Hispanic,African American,44,2010,55008
Not Hispanic,African American,45,2010,1296427
Not Hispanic,African American,46,2010,10052
Not Hispanic,African American,47,2010,1060668
Not Hispanic,African American,48,2010,2907577
Not Hispanic,African American,49,2010,27292
Not Hispanic,African American,50,2010,7895
Not Hispanic,African American,51,2010,1547740
Not Hispanic,African American,53,2010,229204
Not Hispanic,African American,54,2010,55735
Not Hispanic,African American,55,2010,350052
Not Hispanic,African American,56,2010,4992
Not Hispanic,Asian (PI) American,1,2010,50956
Not Hispanic,Asian (PI) American,2,2010,41490
Not Hispanic,Asian (PI) American,4,2010,182603
Not Hispanic,Asian (PI) American,5,2010,37361
Not Hispanic,Asian (PI) American,6,2010,4975618
Not Hispanic,Asian (PI) American,8,2010,137723
Not Hispanic,Asian (PI) American,9,2010,133788
Not Hispanic,Asian (PI) American,10,2010,27202
Not Hispanic,Asian (PI) American,11,2010,21050
Not Hispanic,Asian (PI) American,12,2010,453565
Not Hispanic,Asian (PI) American,13,2010,314638
Not Hispanic,Asian (PI) American,15,2010,646545
Not Hispanic,Asian (PI) American,16,2010,23889
Not Hispanic,Asian (PI) American,17,2010,585722
Not Hispanic,Asian (PI) American,18,2010,102206
Not Hispanic,Asian (PI) American,19,2010,49212
Not Hispanic,Asian (PI) American,20,2010,70465
Not Hispanic,Asian (PI) American,21,2010,51540
Not Hispanic,Asian (PI) American,22,2010,70690
Not Hispanic,Asian (PI) American,23,2010,15763
Not Hispanic,Asian (PI) American,24,2010,320849
Not Hispanic,Asian (PI) American,25,2010,352117
Not Hispanic,Asian (PI) American,26,2010,242863
Not Hispanic,Asian (PI) American,27,2010,212317
Not Hispanic,Asian (PI) American,28,2010,27051
Not Hispanic,Asian (PI) American,29,2010,100115
Not Hispanic,Asian (PI) American,30,2010,5323
Not Hispanic,Asian (PI) American,31,2010,30311
Not Hispanic,Asian (PI) American,32,2010,209207
Not Hispanic,Asian (PI) American,33,2010,27790
Not Hispanic,Asian (PI) American,34,2010,721172
Not Hispanic,Asian (PI) American,35,2010,23496
Not Hispanic,Asian (PI) American,36,2010,1428999
Not Hispanic,Asian (PI) American,37,2010,210547
Not Hispanic,Asian (PI) American,38,2010,8146
Not Hispanic,Asian (PI) American,39,2010,197716
Not Hispanic,Asian (PI) American,40,2010,67286
Not Hispanic,Asian (PI) American,41,2010,153095
Not Hispanic,Asian (PI) American,42,2010,351092
Not Hispanic,Asian (PI) American,44,2010,30202
Not Hispanic,Asian (PI) American,45,2010,53635
Not Hispanic,Asian (PI) American,46,2010,4893
Not Hispanic,Asian (PI) American,47,2010,94044
Not Hispanic,Asian (PI) American,48,2010,972094
Not Hispanic,Asian (PI) American,49,2010,76272
Not Hispanic,Asian (PI) American,50,2010,7560
Not Hispanic,Asian (PI) American,51,2010,437182
Not Hispanic,Asian (PI) American,53,2010,519206
Not Hispanic,Asian (PI) American,54,2010,11480
Not Hispanic,Asian (PI) American,55,2010,127083
Not Hispanic,Asian (PI) American,56,2010,4177
Not Hispanic,Native American,1,2010,23773
Not Hispanic,Native American,2,2010,102515
Not Hispanic,Native American,4,2010,262472
Not Hispanic,Native American,5,2010,18300
Not Hispanic,Native American,6,2010,151468
Not Hispanic,Native American,8,2010,26201
Not Hispanic,Native American,9,2010,4686
Not Hispanic,Native American,10,2010,2419
Not Hispanic,Native American,11,2010,1311
Not Hispanic,Native American,12,2010,39310
Not Hispanic,Native American,13,2010,17333
Not Hispanic,Native American,15,2010,2193
Not Hispanic,Native American,16,2010,16154
Not Hispanic,Native American,17,2010,16566
Not Hispanic,Native American,18,2010,12778
Not Hispanic,Native American,19,2010,6172
Not Hispanic,Native American,20,2010,22005
Not Hispanic,Native American,21,2010,8586
Not Hispanic,Native American,22,2010,26089
Not Hispanic,Native American,23,2010,7177
Not Hispanic,Native American,24,2010,10564
Not Hispanic,Native American,25,2010,7444
Not Hispanic,Native American,26,2010,50027
Not Hispanic,Native American,27,2010,51249
Not Hispanic,Native American,28,2010,13124
Not Hispanic,Native American,29,2010,19334
Not Hispanic,Native American,30,2010,62050
Not Hispanic,Native American,31,2010,12208
Not Hispanic,Native American,32,2010,24085
Not Hispanic,Native American,33,2010,2770
Not Hispanic,Native American,34,2010,12076
Not Hispanic,Native American,35,2010,181225
Not Hispanic,Native American,36,2010,46247
Not Hispanic,Native American,37,2010,103197
Not Hispanic,Native American,38,2010,32383
Not Hispanic,Native American,39,2010,16795
Not Hispanic,Native American,40,2010,253268
Not Hispanic,Native American,41,2010,42685
Not Hispanic,Native American,42,2010,12166
Not Hispanic,Native American,44,2010,1917
Not Hispanic,Native American,45,2010,10749
Not Hispanic,Native American,46,2010,72063
Not Hispanic,Native American,47,2010,10669
Not Hispanic,Native American,48,2010,70436
Not Hispanic,Native American,49,2010,28187
Not Hispanic,Native American,50,2010,1062
Not Hispanic,Native American,51,2010,15867
Not Hispanic,Native American,53,2010,86278
Not Hispanic,Native American,54,2010,1906
Not Hispanic,Native American,55,2010,45271
Not Hispanic,Native American,56,2010,12172
Not Hispanic,Other,1,2010,59431
Not Hispanic,Other,2,2010,48909
Not Hispanic,Other,4,2010,107810
Not Hispanic,Other,5,2010,45486
Not Hispanic,Other,6,2010,1024052
Not Hispanic,Other,8,2010,119917
Not Hispanic,Other,9,2010,80945
Not Hispanic,Other,10,2010,18442
Not Hispanic,Other,11,2010,11250
Not Hispanic,Other,12,2010,342099
Not Hispanic,Other,13,2010,155370
Not Hispanic,Other,15,2010,264005
Not Hispanic,Other,16,2010,25695
Not Hispanic,Other,17,2010,198125
Not Hispanic,Other,18,2010,111644
Not Hispanic,Other,19,2010,49423
Not Hispanic,Other,20,2010,72787
Not Hispanic,Other,21,2010,61952
Not Hispanic,Other,22,2010,63669
Not Hispanic,Other,23,2010,19397
Not Hispanic,Other,24,2010,136085
Not Hispanic,Other,25,2010,153805
Not Hispanic,Other,26,2010,217503
Not Hispanic,Other,27,2010,130997
Not Hispanic,Other,28,2010,27718
Not Hispanic,Other,29,2010,112947
Not Hispanic,Other,30,2010,20681
Not Hispanic,Other,31,2010,35902
Not Hispanic,Other,32,2010,78987
Not Hispanic,Other,33,2010,21945
Not Hispanic,Other,34,2010,159988
Not Hispanic,Other,35,2010,29832
Not Hispanic,Other,36,2010,388162
Not Hispanic,Other,37,2010,195443
Not Hispanic,Other,38,2010,11931
Not Hispanic,Other,39,2010,219842
Not Hispanic,Other,40,2010,263441
Not Hispanic,Other,41,2010,117734
Not Hispanic,Other,42,2010,214383
Not Hispanic,Other,44,2010,30157
Not Hispanic,Other,45,2010,75500
Not Hispanic,Other,46,2010,16768
Not Hispanic,Other,47,2010,98555
Not Hispanic,Other,48,2010,358796
Not Hispanic,Other,49,2010,52919
Not Hispanic,Other,50,2010,9912
Not Hispanic,Other,51,2010,199080
Not Hispanic,Other,53,2010,261652
Not Hispanic,Other,54,2010,34766
Not Hispanic,Other,55,2010,91036
Not Hispanic,Other,56,2010,8490
Not Hispanic,White American,1,2010,3206965
Not Hispanic,White American,2,2010,458208
Not Hispanic,White American,4,2010,3703920
Not Hispanic,White American,5,2010,2176371
Not Hispanic,White American,6,2010,14949422
Not Hispanic,White American,8,2010,3529193
Not Hispanic,White American,9,2010,2540845
Not Hispanic,White American,10,2010,588251
Not Hispanic,White American,11,2010,210235
Not Hispanic,White American,12,2010,10883649
Not Hispanic,White American,13,2010,5419185
Not Hispanic,White American,15,2010,309719
Not Hispanic,White American,16,2010,1320613
Not Hispanic,White American,17,2010,8169759
Not Hispanic,White American,18,2010,5288698
Not Hispanic,White American,19,2010,2700389
Not Hispanic,White American,20,2010,2232758
Not Hispanic,White American,21,2010,3756400
Not Hispanic,White American,22,2010,2740995
Not Hispanic,White American,23,2010,1254151
Not Hispanic,White American,24,2010,3159304
Not Hispanic,White American,25,2010,5001555
Not Hispanic,White American,26,2010,7554727
Not Hispanic,White American,27,2010,4410913
Not Hispanic,White American,28,2010,1722795
Not Hispanic,White American,29,2010,4855523
Not Hispanic,White American,30,2010,870802
Not Hispanic,White American,31,2010,1505303
Not Hispanic,White American,32,2010,1461737
Not Hispanic,White American,33,2010,1213990
Not Hispanic,White American,34,2010,5207748
Not Hispanic,White American,35,2010,835757
Not Hispanic,White American,36,2010,11291581
Not Hispanic,White American,37,2010,6230141
Not Hispanic,White American,38,2010,600239
Not Hispanic,White American,39,2010,9349380
Not Hispanic,White American,40,2010,2580060
Not Hispanic,White American,41,2010,3006095
Not Hispanic,White American,42,2010,10091617
Not Hispanic,White American,44,2010,804116
Not Hispanic,White American,45,2010,2968194
Not Hispanic,White American,46,2010,691804
Not Hispanic,White American,47,2010,4806182
Not Hispanic,White American,48,2010,11415180
Not Hispanic,White American,49,2010,2229618
Not Hispanic,White American,50,2010,590228
Not Hispanic,White American,51,2010,5194980
Not Hispanic,White American,53,2010,4887928
Not Hispanic,White American,54,2010,1727520
Not Hispanic,White American,55,2010,4742201
Not Hispanic,White American,56,2010,484504
Hispanic,African American,1,2011,6645
Hispanic,African American,2,2011,3087
Hispanic,African American,4,2011,14887
Hispanic,African American,5,2011,2029
Hispanic,African American,6,2011,108243
Hispanic,African American,8,2011,6990
Hispanic,African American,9,2011,20519
Hispanic,African American,10,2011,5831
Hispanic,African American,11,2011,3681
Hispanic,African American,12,2011,126184
Hispanic,African American,13,2011,44756
Hispanic,African American,15,2011,1302
Hispanic,African American,16,2011,1071
Hispanic,African American,17,2011,23400
Hispanic,African American,18,2011,7433
Hispanic,African American,19,2011,1012
Hispanic,African American,20,2011,5049
Hispanic,African American,21,2011,5878
Hispanic,African American,22,2011,7796
Hispanic,African American,23,2011,1399
Hispanic,African American,24,2011,32719
Hispanic,African American,25,2011,45722
Hispanic,African American,26,2011,13795
Hispanic,African American,27,2011,5271
Hispanic,African American,28,2011,3443
Hispanic,African American,29,2011,4488
Hispanic,African American,30,2011,196
Hispanic,African American,31,2011,2237
Hispanic,African American,32,2011,9232
Hispanic,African American,33,2011,694
Hispanic,African American,34,2011,57083
Hispanic,African American,35,2011,9077
Hispanic,African American,36,2011,231980
Hispanic,African American,37,2011,25488
Hispanic,African American,39,2011,15266
Hispanic,African American,40,2011,2332
Hispanic,African American,41,2011,3180
Hispanic,African American,42,2011,48292
Hispanic,African American,44,2011,8368
Hispanic,African American,45,2011,8886
Hispanic,African American,47,2011,4725
Hispanic,African American,48,2011,66443
Hispanic,African American,49,2011,5201
Hispanic,African American,50,2011,94
Hispanic,African American,51,2011,24819
Hispanic,African American,53,2011,7062
Hispanic,African American,54,2011,900
Hispanic,African American,55,2011,6886
Hispanic,Asian (PI) American,1,2011,1380
Hispanic,Asian (PI) American,4,2011,4874
Hispanic,Asian (PI) American,5,2011,799
Hispanic,Asian (PI) American,6,2011,76754
Hispanic,Asian (PI) American,8,2011,3406
Hispanic,Asian (PI) American,9,2011,1960
Hispanic,Asian (PI) American,11,2011,305
Hispanic,Asian (PI) American,12,2011,8624
Hispanic,Asian (PI) American,13,2011,2750
Hispanic,Asian (PI) American,15,2011,17277
Hispanic,Asian (PI) American,16,2011,694
Hispanic,Asian (PI) American,17,2011,2545
Hispanic,Asian (PI) American,18,2011,1266
Hispanic,Asian (PI) American,19,2011,735
Hispanic,Asian (PI) American,20,2011,766
Hispanic,Asian (PI) American,21,2011,1699
Hispanic,Asian (PI) American,22,2011,721
Hispanic,Asian (PI) American,24,2011,2576
Hispanic,Asian (PI) American,25,2011,1442
Hispanic,Asian (PI) American,26,2011,1004
Hispanic,Asian (PI) American,27,2011,1445
Hispanic,Asian (PI) American,28,2011,52
Hispanic,Asian (PI) American,29,2011,1494
Hispanic,Asian (PI) American,31,2011,1379
Hispanic,Asian (PI) American,32,2011,2072
Hispanic,Asian (PI) American,33,2011,33
Hispanic,Asian (PI) American,34,2011,4904
Hispanic,Asian (PI) American,35,2011,1941
Hispanic,Asian (PI) American,36,2011,13052
Hispanic,Asian (PI) American,37,2011,2303
Hispanic,Asian (PI) American,38,2011,87
Hispanic,Asian (PI) American,39,2011,3627
Hispanic,Asian (PI) American,40,2011,363
Hispanic,Asian (PI) American,41,2011,4991
Hispanic,Asian (PI) American,42,2011,2006
Hispanic,Asian (PI) American,44,2011,510
Hispanic,Asian (PI) American,45,2011,804
Hispanic,Asian (PI) American,46,2011,18
Hispanic,Asian (PI) American,47,2011,1360
Hispanic,Asian (PI) American,48,2011,16687
Hispanic,Asian (PI) American,49,2011,2216
Hispanic,Asian (PI) American,51,2011,4857
Hispanic,Asian (PI) American,53,2011,5620
Hispanic,Asian (PI) American,54,2011,349
Hispanic,Asian (PI) American,55,2011,208
Hispanic,Asian (PI) American,56,2011,186
Hispanic,Native American,1,2011,1440
Hispanic,Native American,2,2011,1170
Hispanic,Native American,4,2011,26945
Hispanic,Native American,5,2011,1769
Hispanic,Native American,6,2011,132825
Hispanic,Native American,8,2011,23734
Hispanic,Native American,9,2011,3189
Hispanic,Native American,10,2011,140
Hispanic,Native American,12,2011,21146
Hispanic,Native American,13,2011,7185
Hispanic,Native American,15,2011,1181
Hispanic,Native American,16,2011,2418
Hispanic,Native American,17,2011,9256
Hispanic,Native American,18,2011,3894
Hispanic,Native American,19,2011,2629
Hispanic,Native American,20,2011,5906
Hispanic,Native American,21,2011,1520
Hispanic,Native American,22,2011,3272
Hispanic,Native American,23,2011,29
Hispanic,Native American,24,2011,2060
Hispanic,Native American,25,2011,4365
Hispanic,Native American,26,2011,4080
Hispanic,Native American,27,2011,5910
Hispanic,Native American,28,2011,284
Hispanic,Native American,29,2011,1074
Hispanic,Native American,30,2011,1180
Hispanic,Native American,31,2011,2993
Hispanic,Native American,32,2011,5863
Hispanic,Native American,33,2011,897
Hispanic,Native American,34,2011,9201
Hispanic,Native American,35,2011,15514
Hispanic,Native American,36,2011,17860
Hispanic,Native American,37,2011,7408
Hispanic,Native American,38,2011,131
Hispanic,Native American,39,2011,1624
Hispanic,Native American,40,2011,9739
Hispanic,Native American,41,2011,10379
Hispanic,Native American,42,2011,4302
Hispanic,Native American,44,2011,1390
Hispanic,Native American,45,2011,1794
Hispanic,Native American,46,2011,3111
Hispanic,Native American,47,2011,6700
Hispanic,Native American,48,2011,52082
Hispanic,Native American,49,2011,3683
Hispanic,Native American,50,2011,43
Hispanic,Native American,51,2011,7225
Hispanic,Native American,53,2011,11843
Hispanic,Native American,54,2011,197
Hispanic,Native American,55,2011,1911
Hispanic,Native American,56,2011,2984
Hispanic,Other,1,2011,61130
Hispanic,Other,2,2011,13853
Hispanic,Other,4,2011,476387
Hispanic,Other,5,2011,64815
Hispanic,Other,6,2011,5244568
Hispanic,Other,8,2011,277486
Hispanic,Other,9,2011,217870
Hispanic,Other,10,2011,23986
Hispanic,Other,11,2011,25313
Hispanic,Other,12,2011,598266
Hispanic,Other,13,2011,303589
Hispanic,Other,15,2011,82067
Hispanic,Other,16,2011,32959
Hispanic,Other,17,2011,834562
Hispanic,Other,18,2011,164432
Hispanic,Other,19,2011,50838
Hispanic,Other,20,2011,80677
Hispanic,Other,21,2011,46288
Hispanic,Other,22,2011,56589
Hispanic,Other,23,2011,4309
Hispanic,Other,24,2011,196477
Hispanic,Other,25,2011,292175
Hispanic,Other,26,2011,125188
Hispanic,Other,27,2011,94984
Hispanic,Other,28,2011,24970
Hispanic,Other,29,2011,75178
Hispanic,Other,30,2011,7974
Hispanic,Other,31,2011,40699
Hispanic,Other,32,2011,226459
Hispanic,Other,33,2011,5091
Hispanic,Other,34,2011,589551
Hispanic,Other,35,2011,285944
Hispanic,Other,36,2011,1784053
Hispanic,Other,37,2011,290725
Hispanic,Other,38,2011,6079
Hispanic,Other,39,2011,120835
Hispanic,Other,40,2011,133536
Hispanic,Other,41,2011,176935
Hispanic,Other,42,2011,283998
Hispanic,Other,44,2011,62577
Hispanic,Other,45,2011,85664
Hispanic,Other,46,2011,8893
Hispanic,Other,47,2011,123462
Hispanic,Other,48,2011,1997716
Hispanic,Other,49,2011,124135
Hispanic,Other,50,2011,1654
Hispanic,Other,51,2011,203405
Hispanic,Other,53,2011,317157
Hispanic,Other,54,2011,4057
Hispanic,Other,55,2011,82603
Hispanic,Other,56,2011,21797
Hispanic,White American,1,2011,115614
Hispanic,White American,2,2011,23818
Hispanic,White American,4,2011,1426669
Hispanic,White American,5,2011,120780
Hispanic,White American,6,2011,8796003
Hispanic,White American,8,2011,759253
Hispanic,White American,9,2011,250828
Hispanic,White American,10,2011,46232
Hispanic,White American,11,2011,29179
Hispanic,White American,12,2011,3599528
Hispanic,White American,13,2011,521578
Hispanic,White American,15,2011,23676
Hispanic,White American,16,2011,144540
Hispanic,White American,17,2011,1208078
Hispanic,White American,18,2011,219612
Hispanic,White American,19,2011,98391
Hispanic,White American,20,2011,214900
Hispanic,White American,21,2011,76882
Hispanic,White American,22,2011,128754
Hispanic,White American,23,2011,9085
Hispanic,White American,24,2011,255111
Hispanic,White American,25,2011,305920
Hispanic,White American,26,2011,302975
Hispanic,White American,27,2011,148993
Hispanic,White American,28,2011,52339
Hispanic,White American,29,2011,132258
Hispanic,White American,30,2011,20226
Hispanic,White American,31,2011,126601
Hispanic,White American,32,2011,494669
Hispanic,White American,33,2011,30505
Hispanic,White American,34,2011,938463
Hispanic,White American,35,2011,659728
Hispanic,White American,36,2011,1450387
Hispanic,White American,37,2011,502286
Hispanic,White American,38,2011,8655
Hispanic,White American,39,2011,220956
Hispanic,White American,40,2011,200921
